jid,sfzh,xm,gj,address
1351,140300197102230931,钱斌,斯里兰卡,贵州省桂兰县海港呼和浩特街R座
5352,13010219580303976X,王红梅,南非,河南省重庆县锡山潮州街q座
2353,152921198309236794,王丹,新西兰,湖南省梧州县永川苏街H座
3354,310118198901117213,白建,爱沙尼亚,安徽省北镇市高明兴城路f座
6355,370700197010202997,唐坤,基里巴斯,内蒙古自治区南昌县梁平海口路Q座
5356,150622194207285034,方玲,亚美尼亚,江苏省红县淄川汕尾路p座
2357,63010019890518086X,满明,法属圭亚那,广东省重庆市崇文韩街E座
8358,632823193206214137,徐丹丹,芬兰,云南省银川县锡山南京街w座
6359,320118196704294694,冼兵,几内亚,云南省刚县西峰刘街A座
8360,430921196706054528,张秀华,安道尔,福建省香港市海港潜江路o座
5361,450403197110070330,李辉,迪戈加西亚岛,台湾省淑英县安次王路S座
3362,220503196706021757,曹建国,莱索托,山西省凤兰市西峰任街l座
8363,340181197401030600,王帅,埃塞俄比亚,云南省静县江北关岭路E座
1364,130208195208026976,陈博,格林纳达,香港特别行政区秀兰市东丽岳路J座
8365,542429198003275033,韩荣,乌兹别克斯坦,澳门特别行政区秀云市怀柔陈路z座
8366,150423200002157905,成玲,图瓦卢,澳门特别行政区秀珍县永川霍街B座
8367,350582199403264258,祝浩,密克罗尼西亚,四川省兵市友好王街I座
1368,520621193001258098,林欢,葡萄牙,广东省婷市兴山南昌路s座
5369,36072319700821465X,王文,塞浦路斯,广西壮族自治区南宁市城北臧街c座
9370,630221194108070288,屈秀梅,乌干达,湖北省琴市沙湾合肥路K座
3371,45088119440328142X,吴志强,马里,青海省婷市东城辛集街U座
7372,440902193604279899,陈欣,迪戈加西亚岛,陕西省雷市白云沈阳街p座
1373,410726193208181130,金莉,帕劳,河北省乌鲁木齐市六枝特阜新路K座
5374,500226198203267119,白超,罗马尼亚,山西省哈尔滨县长寿郑路I座
8375,150403200103141456,张坤,瑙鲁,陕西省玉兰县双滦杜路V座
1376,430602198610072872,刘强,斐济,青海省深圳市魏都杨路d座
9377,370112193901308458,洪雪,塞浦路斯,安徽省嘉禾市清河沈阳街z座
3378,41020219370914476X,杨婷,立陶宛,贵州省深圳市六枝特辽阳路z座
8379,130624195211305329,袁建国,法国,天津市南昌县金平张街p座
6380,620100196508147395,刘淑华,厄立特里亚,海南省杨市城东刘街m座
7381,520621199812060250,张桂荣,卡塔尔,河北省旭市双滦柯街W座
5382,620000194510273687,彭亮,马提尼克,北京市巢湖县翔安佛山街P座
4383,654226193802248351,赵建国,牙买加,四川省飞市兴山重庆街b座
5384,430381198802277855,蒙芳,南非,安徽省六安县浔阳黄街f座
1385,130903199303097224,洪金凤,克罗地亚,山东省北京市双滦陆路E座
3386,211381199106131865,李萍,圣皮埃尔岛及密克隆岛,浙江省成都市江北吴街y座
6387,450203195907111961,栗雪,圣皮埃尔岛及密克隆岛,天津市丽县清河杭州路D座
2388,130533199512117232,刘岩,印度尼西亚,黑龙江省阜新市清河施路E座
7389,445201198101265033,陈利,摩洛哥,香港特别行政区桂芳县兴山汕尾街O座
3390,513435199104080793,李林,斯威士兰,云南省斌市六枝特惠州街K座
8391,52040119440113552X,李建华,安圭拉岛英,新疆维吾尔自治区张家港市兴山上海路p座
9392,34122619760211858X,鲁桂芝,丹麦,西藏自治区辛集县淄川郭路y座
3393,141181195404129301,郝畅,德国,山东省辽阳县涪城王路z座
9394,500151193602272327,余琳,哥伦比亚,四川省关岭县平山齐齐哈尔路Y座
9395,321182193612160312,冯秀梅,格陵兰岛,天津市宁市东城香港路w座
9396,140300195403030328,谢冬梅,也门,浙江省桂芳县门头沟朱街s座
5397,330211194901052145,李彬,坦桑尼亚,山东省小红县房山太原街s座
7398,430701198204066476,吴桂荣,阿鲁巴岛,上海市华县沙湾南昌街t座
7399,440404196602264908,潘凯,圭亚那,甘肃省倩市锡山南宁路k座
6400,37018119480802209X,赵兵,匈牙利,香港特别行政区台北县安次六盘水路M座
2401,130726195003166414,刘燕,阿根廷,陕西省澳门县上街杨街u座
5402,513429195410161748,苏凯,夏威夷,四川省玉兰市高坪温路R座
3403,532624199704223019,谭娟,朝鲜,山西省彬县西峰长沙路w座
1404,320201195602282485,周淑英,马拉维,台湾省玲市城东刘街z座
8405,450821194401064601,王杨,马尔代夫,内蒙古自治区鑫县东丽梧州路Q座
6406,22062119450729695X,胡淑英,圣克里斯托弗和尼维斯,广东省济南市双滦沈阳街h座
9407,320508198009219551,邓凯,瑞士,江西省南宁市门头沟北京路N座
3408,330922193110258684,谭淑珍,丹麦,云南省桂香市高港银川街I座
7409,52272719560512874X,王军,爱沙尼亚,青海省林县徐汇西安街j座
9410,620521198502083848,孙秀芳,安哥拉,江西省宁德县静安荆门路v座
3411,371625198311265577,高瑜,斯里兰卡,江西省澳门市南溪呼和浩特路k座
2412,360313193408108810,郭军,玻利维亚,澳门特别行政区成市长寿大冶路X座
3413,429005197311110734,王峰,巴基斯坦,青海省西宁县大兴刘街N座
3414,451029193409024691,冀柳,圣诞岛,广东省洁市孝南海口街y座
7415,231024199604189736,霍敏,斐济,香港特别行政区莉市普陀济南路v座
9416,360321193312100857,牛淑兰,阿富汗,江苏省瑞市华龙叶路p座
1417,640105199301011406,谷鑫,洪都拉斯,河北省淮安市永川潜江路l座
7418,150426195712038252,余玲,诺福克岛,福建省柳县沙市杨路v座
6419,420323194407028011,郑帆,马绍尔群岛,江苏省欣县孝南李街q座
8420,411622198610263743,华鹏,圣马力诺,新疆维吾尔自治区淑兰县淄川兴安盟街v座
1421,653125198112125784,李娟,吉尔吉斯斯坦,广东省丹丹市永川孙路S座
7422,513429198411242201,张金凤,厄瓜多尔,吉林省南京县永川杨街g座
5423,14112719510812839X,刘秀英,保加利亚,辽宁省郑州县江北刘路Y座
9424,610630199008212370,王秀珍,加拿大,湖北省澳门市大东昆明路z座
5425,330183194101070368,李静,摩洛哥,山东省晶市东城赵路V座
3426,361021195102222542,李丽娟,圣克里斯托弗和尼维斯,香港特别行政区沈阳市吉区郭街n座
5427,441702193007262351,刘旭,特克斯和凯科斯群岛,香港特别行政区重庆市南溪银川街S座
8428,421381196511094493,黄萍,立陶宛,新疆维吾尔自治区阜新县沈河嘉禾街e座
3429,411302195607279933,王杨,索马里,安徽省佛山县金平邵街j座
4430,542127194604259920,叶林,约旦,江苏省荣县海港合山路Z座
7431,54212319690415354X,甘建国,塞内加尔,青海省玉市璧山永安街Y座
5432,330683193608121593,陆冬梅,白俄罗斯,安徽省飞县上街虞路Z座
7433,120000194212053354,陈宁,印度尼西亚,山东省南京县东城张路r座
8434,42090019480320146X,彭瑞,瓦努阿图,云南省秀兰市兴山海门路H座
8435,610115193010287699,阎军,中国,吉林省辽阳县高港太原街U座
9436,421202197802223367,李玉兰,哥斯达黎加,内蒙古自治区淑华县萧山惠州路Y座
3437,511623198009289088,李俊,瑞士,澳门特别行政区西宁县高港哈尔滨路D座
3438,231101199607141720,张明,萨尔瓦多,四川省明县长寿普街L座
4439,360281193407141249,郭岩,迪戈加西亚岛,上海市飞市新城太原街z座
1440,140624196106300717,张秀珍,瓦努阿图,河南省邯郸市高港永安路y座
5441,510724198505122157,梁彬,韩国,天津市宜都市门头沟邓街Z座
4442,361024197712286373,何雷,斯洛文尼亚,安徽省丽华县沈河罗街E座
7443,341023196405192268,吴柳,纳米比亚,吉林省台北县清城武汉路X座
3444,500200199701304083,俞想,利比里亚,辽宁省勇县海陵廖路v座
5445,410926194610294649,尹海燕,阿鲁巴岛,天津市玉县朝阳昆明街p座
1446,451228197008265489,梁荣,密克罗尼西亚,贵州省海口县浔阳况街N座
9447,542127198306290039,杜帆,哥斯达黎加,澳门特别行政区平市梁平兴安盟街C座
5448,230109194301114575,夏凤兰,百慕大群岛,广西壮族自治区兴城县江北广州街L座
6449,511303199708033893,沈楠,德国,青海省波县锡山欧路B座
7450,431230193804196592,钟凤兰,越南,宁夏回族自治区桂荣县浔阳郑街v座
3451,230108193002221214,范兰英,佛得角,江苏省鹏市永川周路Q座
9452,220500199508226932,王明,也门,浙江省张家港县新城李街K座
7453,440300195303171474,吴梅,瓦里斯和富士那群岛,江苏省潮州县双滦荆门街B座
1454,41092219941212569X,满云,加那利群岛,黑龙江省柳州市秀英北京街i座
9455,140524197305204022,桑丽,英国,辽宁省凤兰县浔阳罗路S座
2456,150927194810073448,陈桂兰,格鲁吉亚,福建省淑珍县徐汇拉萨路C座
6457,150304196303107326,韩欣,几内亚,辽宁省六盘水县沙湾石家庄路e座
6458,441426199908170931,郭燕,乌克兰,山东省岩县花溪陈街r座
4459,340302195005097463,扈欣,卢森堡,香港特别行政区秀兰县滨城哈尔滨街a座
2460,542127193611283617,江健,罗马尼亚,河南省沈阳市房山南宁街m座
4461,220623199311209709,夏小红,马绍尔群岛,台湾省志强县普陀孙路d座
7462,231002193803100989,王桂珍,突尼斯,上海市淑珍市高坪郑街z座
8463,310100198711148453,许玉珍,埃塞俄比亚,四川省鹏县吉区鲁路I座
3464,350581195110087724,杜超,格陵兰岛,重庆市明县白云兰州街i座
2465,410900194501284229,王秀芳,伊拉克,江苏省辛集市江北成都路I座
2466,510923199706217880,罗桂芳,伊拉克,福建省香港县永川南宁街D座
4467,410381199205160377,陈华,留尼汪岛,海南省石家庄市淄川王街D座
7468,210921196511123684,陆云,中非,重庆市福州市清河许路D座
2469,640402194204245192,冯杨,巴拉圭,宁夏回族自治区南京市合川柳州街O座
6470,350322199512224709,赖莉,瑞士,云南省巢湖市牧野澳门路A座
9471,42102319951110697X,丁伟,摩尔多瓦,福建省宁市牧野巢湖街E座
9472,610430194806164648,张洋,摩纳哥,青海省辛集市萧山成都路a座
4473,610126195105255356,张帆,沙特阿拉伯,青海省梧州县双滦李路s座
7474,141027195012258231,袁桂芳,新西兰,湖南省长沙市丰都兴城街p座
7475,410301198705055518,王欣,丹麦,江西省波县吉区六盘水路S座
5476,500120193205013220,曹淑珍,新西兰,青海省重庆县大兴王路J座
6477,320481197109150800,权玉英,帕劳,吉林省飞县清浦北京路l座
4478,130984194303285124,魏波,印度尼西亚,广东省婷婷县朝阳沈阳街b座
9479,331001195204180047,张辉,斐济,辽宁省宁德市长寿长春路u座
1480,450332198004034310,吴亮,新西兰,广东省邯郸县魏都惠街K座
3481,371522194012115381,幸玉,印度,安徽省辽阳县梁平香港街N座
8482,430481196401134358,王婷,托克劳群岛,山西省合肥市萧山惠州街l座
3483,530721194603154909,杨莉,塞舌尔,安徽省玉华市南长龙街g座
6484,220183194804116910,唐洋,圣皮埃尔岛及密克隆岛,广东省峰市锡山兴城路F座
3485,460201194505164467,王红,老挝,福建省欣市江北石路Z座
5486,140821195605030237,赵秀梅,安哥拉,山西省建华市南长宋路p座
4487,130602196702066576,马萍,也门,西藏自治区娟市江北合山路x座
2488,530700199503240157,岳桂芳,圣诞岛,宁夏回族自治区长沙县平山陈街o座
3489,210904199110071016,韩洋,圣皮埃尔岛及密克隆岛,海南省台北市魏都石街X座
2490,65402619330704123X,王瑞,叙利亚,河南省柳州市门头沟辛集街i座
2491,140222197711016036,萧琴,爱尔兰,云南省西安县南溪李路W座
3492,653125193708210231,阮璐,波斯尼亚和黑塞哥维那,江苏省哈尔滨市南湖石家庄街X座
9493,451424199710294313,李峰,密克罗尼西亚,河南省长沙县金平黄街H座
9494,542400199305305770,梁霞,蒙特塞拉特岛,贵州省柳州县城北吴路F座
7495,46900119821218972X,陈辉,卡塔尔,浙江省巢湖县翔安西安路J座
3496,320585198608132784,陈霞,迪戈加西亚岛,广东省合山县沈河喻街B座
9497,350622197907313658,白飞,卡塔尔,四川省成都县梁平胡街p座
7498,130825194005085591,刘欢,匈牙利,湖北省兰州县白云殷街C座
1499,451400199806117484,杨想,法属波里尼西亚,山东省石家庄市上街武汉街h座
5500,654226199510012942,胡楠,多哥,河北省红市徐汇夏路X座
2501,440511199812152069,钟颖,沙特阿拉伯,云南省宁德市萧山汕尾街t座
8502,320405193507237229,徐玉兰,苏丹,贵州省沈阳县沙市罗街G座
8503,150400193010150060,左燕,马约特岛,澳门特别行政区倩市徐汇长春路M座
1504,360724198610156000,丁欣,格陵兰岛,西藏自治区辛集县华龙柳州街J座
8505,410183197503248513,郭秀华,摩纳哥,广东省太原县房山兴城路q座
6506,360700199502248139,苏萍,黎巴嫩,香港特别行政区明市安次范街E座
5507,130728193307248535,董丽,圣皮埃尔岛及密克隆岛,广西壮族自治区嘉禾市南湖邓街v座
2508,141101197608193257,刘龙,关岛,湖北省西安县高港王街u座
9509,513322198806140584,管军,马来西亚,香港特别行政区兴安盟县城东罗路g座
9510,652801194211183224,吴峰,危地马拉,四川省呼和浩特市大东邵街f座
8511,34132419490618629X,赵波,纽埃岛,黑龙江省宁德县滨城沈阳街o座
1512,513332194608032392,张秀梅,捷克,安徽省南京县长寿澳门路g座
7513,341003195306273601,马萍,瓦努阿图,安徽省惠州县长寿吕路x座
1514,530721198607167123,吴秀芳,斯洛文尼亚,吉林省成市高明钱路L座
5515,510700194712313205,胡凯,美国,湖南省倩县怀柔上海街O座
5516,440904197002018844,王颖,巴布亚新几内亚,安徽省西宁市西峰汕尾路l座
2517,13112319380611110X,胡刚,列支敦士登,辽宁省淑英县上街深圳路S座
9518,150423195510172980,詹坤,阿尔及利亚,黑龙江省刚县静安周街u座
7519,500100195108229322,王亮,摩洛哥,香港特别行政区晶市梁平六盘水路b座
2520,653201197112228740,祝桂芝,新喀里多尼亚群岛,天津市阳市白云曾路u座
5521,451301200010192813,靳刚,贝宁,海南省兴安盟市南长姚街l座
2522,140121193409298861,王梅,布基纳法索,宁夏回族自治区香港县龙潭马鞍山街W座
2523,510811198108238643,萧涛,挪威,香港特别行政区刚县涪城马鞍山街B座
1524,51018319581128780X,史雪,东萨摩亚,江西省杨市怀柔黄街z座
7525,330825199511097472,王红霞,朝鲜,西藏自治区永安市崇文深圳街t座
5526,130227199206050195,胡坤,特克斯和凯科斯群岛,西藏自治区峰市萧山南宁路W座
4527,141124195401059101,刘玉华,格林纳达,新疆维吾尔自治区深圳市沈北新海口街r座
7528,361023199808016813,李秀芳,法属波里尼西亚,北京市广州县合川梧州街s座
3529,152531194702285237,吴博,波多黎各,广东省凤英县秀英乌鲁木齐街b座
1530,370785193407218757,倪鹏,冈比亚,四川省大冶县海陵陈路w座
6531,410423199802188150,谢红,格林纳达,河北省璐县闵行马鞍山街n座
3532,451001194110126691,谢旭,塞舌尔,浙江省秀云县金平徐街m座
8533,650200197304147241,张桂香,伊拉克,台湾省西安市璧山潮州街w座
4534,440301193110056143,米楠,安哥拉,黑龙江省建平市六枝特漆路n座
1535,140801196701031861,冯淑英,托克劳群岛,台湾省娜县大兴林路S座
6536,331000195710011709,孙莹,卢旺达,福建省上海市清浦重庆路t座
5537,330522195407277306,李兰英,土库曼斯坦,四川省红霞县朝阳路街Q座
6538,360801199304175479,李桂花,福克兰群岛,重庆市辛集市翔安郭街q座
2539,340600199203242379,阎红霞,百慕大群岛,河南省齐齐哈尔县永川王街b座
9540,130501199402064634,冯淑兰,加那利群岛,贵州省惠州市门头沟胡路S座
