start_jid,end_jid,sfzh,hbh
9759,20008484,430102196004117333,MU968
6463,20008484,331121199007257593,MU968
8357,20008484,450703197104183351,MU968
3524,20008484,430602199907052957,MU968
4011,20008484,150621198102028287,MU968
9759,20000686,430102196004117333,TV067
748,20000686,52011119990209258X,TV067
5278,20000686,610721196207036619,TV067
209,20000686,35080119530307262X,TV067
7531,20000686,130324197111156197,TV067
9759,20009184,430102196004117333,CJ497
4070,20009184,652700193512064302,CJ497
9846,20009184,820000195610139997,CJ497
4354,20009184,42282519550620470X,CJ497
5660,20009184,451226200002189050,CJ497
130,20005637,140224194907056311,CA555
6993,20005637,610202197104150433,CA555
6142,20005637,440401193107177871,CA555
1459,20005637,360427194412189308,CA555
2518,20005637,230208199801124982,CA555
130,20009766,140224194907056311,3U037
3029,20009766,150425197610177529,3U037
100,20009766,370724193112247400,3U037
8410,20009766,442000199401046419,3U037
8427,20009766,632525200007223398,3U037
130,20002270,140224194907056311,TV452
7354,20002270,41162719580129003X,TV452
3528,20002270,441881195203214314,TV452
1637,20002270,652929194710036108,TV452
3390,20002270,34150119990325687X,TV452
130,20009654,140224194907056311,CJ604
5788,20009654,420701197812193974,CJ604
5594,20009654,220681197906230413,CJ604
5810,20009654,371100197402033940,CJ604
7163,20009654,360728193712067802,CJ604
130,20004193,140224194907056311,CA523
453,20004193,33100019570805470X,CA523
9026,20004193,43312319591111622X,CA523
7356,20004193,360425193611059306,CA523
4922,20004193,654223198803092890,CA523
460,20002914,13063619801224573X,MU655
4619,20002914,43092219700830704X,MU655
260,20002914,441426193501284999,MU655
5028,20002914,540225195305187635,MU655
1366,20002914,430300196611026204,MU655
460,20005658,13063619801224573X,CZ813
7135,20005658,440224197606060266,CZ813
2418,20005658,140824195903022154,CZ813
6004,20005658,450324197309192892,CZ813
9335,20005658,411001196201017900,CZ813
460,20006592,13063619801224573X,TV062
1564,20006592,510502196703243015,TV062
557,20006592,130434194606111913,TV062
6234,20006592,632321199411079189,TV062
2418,20006592,140824195903022154,TV062
9110,20006592,520626198604211664,TV062
6909,20006592,654323199208120834,TV062
8864,20006592,13102419640727466X,TV062
1684,20006592,230103196311132129,TV062
1679,20006592,441624199508309445,TV062
460,20006769,13063619801224573X,MU281
5540,20006769,130701195709150556,MU281
9269,20006769,431124196903142697,MU281
6150,20006769,130425198503263211,MU281
5330,20006769,371200193704235596,MU281
460,20009397,13063619801224573X,CZ233
2099,20009397,511523199502245758,CZ233
4193,20009397,220524197410182355,CZ233
3612,20009397,350982193711140542,CZ233
6125,20009397,410811197310138832,CZ233
4684,20006668,350322193512155187,MF556
1592,20006668,330203199110237293,MF556
59,20006668,341001199812120611,MF556
8049,20006668,522728196007119473,MF556
6269,20006668,23020419610211089X,MF556
4684,20004417,350322193512155187,CA110
5695,20004417,420501194112192239,CA110
7780,20004417,652300198905015238,CA110
8914,20004417,520422194106103850,CA110
695,20004417,231226199705140775,CA110
4684,20002048,350322193512155187,CJ173
8927,20002048,511424199501205536,CJ173
8143,20002048,140827193012115795,CJ173
5765,20002048,440904194104231829,CJ173
4191,20002048,512022193708068742,CJ173
4684,20009666,350322193512155187,TV579
6450,20009666,620800196309032497,TV579
5217,20009666,530326198304077454,TV579
2561,20009666,440104195308315654,TV579
7012,20009666,450821197101095071,TV579
4684,20002807,350322193512155187,MF435
4248,20002807,441882197902094046,MF435
4388,20002807,610303195911030393,MF435
5122,20002807,360721195202204760,MF435
1839,20002807,370306198502050927,MF435
6384,20009547,445303199501128567,3U750
7887,20009547,621228195405148676,3U750
759,20009547,152528198010085816,3U750
6463,20009547,331121199007257593,3U750
4193,20009547,220524197410182355,3U750
6384,20007431,445303199501128567,CJ105
5601,20007431,330328196109022796,CJ105
9289,20007431,130701199007191263,CJ105
6796,20007431,220500197504053553,CJ105
9197,20007431,130728197903225629,CJ105
6384,20008474,445303199501128567,CA697
9719,20008474,350303196802081555,CA697
7354,20008474,41162719580129003X,CA697
8737,20008474,610302196206127593,CA697
5207,20008474,640301198509273983,CA697
6384,20001324,445303199501128567,CZ479
7467,20001324,371326199604054508,CZ479
9248,20001324,450804198802051758,CZ479
3383,20001324,441424199509038877,CZ479
6459,20001324,360430196301094020,CZ479
6384,20000417,445303199501128567,CA554
3383,20000417,441424199509038877,CA554
4617,20000417,150423195703299865,CA554
5015,20000417,411721196705120657,CA554
9663,20000417,469027195806019736,CA554
8942,20005582,131101195507284511,3U834
9944,20005582,420202195606129517,3U834
8988,20005582,530129197608318265,3U834
2139,20005582,451225195606300960,3U834
6325,20005582,341103198404118209,3U834
8942,20003132,131101195507284511,CA047
3980,20003132,640106194206147317,CA047
679,20003132,622900196205237364,CA047
9010,20003132,441701198908186372,CA047
3026,20003132,451301198103279192,CA047
8942,20002217,131101195507284511,3U754
7976,20002217,520522196402219350,3U754
1837,20002217,150783194204014077,3U754
9248,20002217,450804198802051758,3U754
1786,20002217,222426194803035597,3U754
8942,20003558,131101195507284511,MU640
4386,20003558,410183198707071021,MU640
7190,20003558,610528197707278604,MU640
8314,20003558,450122194911071623,MU640
4908,20003558,15020619500715629X,MU640
8942,20005498,131101195507284511,CA544
1066,20005498,621202199909109392,CA544
9074,20005498,420106195001263625,CA544
5123,20005498,530700193802182244,CA544
8717,20005498,210882194502155033,CA544
3709,20008281,450621195706263496,CZ154
1981,20008281,23010319710829256X,CZ154
4067,20008281,450107194205125088,CZ154
8139,20008281,533300194207247926,CZ154
1956,20008281,130581199205131238,CZ154
3709,20002018,450621195706263496,CZ773
135,20002018,430321193203100055,CZ773
791,20002018,51072719851125653X,CZ773
3528,20002018,441881195203214314,CZ773
4439,20002018,371524196804273857,CZ773
3709,20006268,450621195706263496,MU345
3922,20006268,450329194101028231,MU345
5370,20006268,350102194110235190,MU345
184,20006268,131125196203218510,MU345
4782,20006268,330203193803066880,MU345
3709,20006904,450621195706263496,CZ866
7728,20006904,621222193007135856,CZ866
9943,20006904,411500193204019220,CZ866
6104,20006904,140926197509057751,CZ866
3682,20006904,513422195109071706,CZ866
4739,20006904,130283199508039902,CZ866
4237,20006904,220723194101069819,CZ866
7631,20006904,410704198209023091,CZ866
3679,20006904,420683196810038019,CZ866
2571,20006904,450105194508202076,CZ866
3709,20008348,450621195706263496,MU855
4593,20008348,532929195504194217,MU855
4816,20008348,350527199806288022,MU855
3263,20008348,411001196912163939,MU855
4098,20008348,510422199312012141,MU855
5964,20002466,44532219460506367X,MU151
3827,20002466,540221196102132617,MU151
5522,20002466,440781195506057938,MU151
6192,20002466,450981193704107696,MU151
6453,20002466,370923197407177537,MU151
5964,20001606,44532219460506367X,MF472
909,20001606,511301197801103516,MF472
6317,20001606,14082419601223350X,MF472
3394,20001606,530124199504159180,MF472
6325,20001606,341103198404118209,MF472
5964,20004714,44532219460506367X,CJ796
2938,20004714,130322199312111119,CJ796
4436,20004714,230223196705176985,CJ796
5743,20004714,511823199505062638,CJ796
6149,20004714,120110194808117118,CJ796
5964,20009865,44532219460506367X,3U332
3804,20009865,653024198904174689,3U332
4051,20009865,441825199610310546,3U332
8318,20009865,350924196502186843,3U332
9181,20009865,441202200108276571,3U332
5002,20009865,320381194804236615,3U332
38,20009865,130105197010259357,3U332
43,20009865,350401197803015506,3U332
3518,20009865,370684198401010489,3U332
7497,20009865,220623196011212611,3U332
5964,20007100,44532219460506367X,MU576
6988,20007100,610724199011219192,MU576
9153,20007100,510182197209134029,MU576
7009,20007100,652201194511276139,MU576
5679,20007100,141034195701262061,MU576
7223,20006590,620922196309252688,3U065
3785,20006590,654000197603218102,3U065
459,20006590,350700199705169906,3U065
1742,20006590,410305196804019391,3U065
2867,20006590,540102197308106262,3U065
7223,20002062,620922196309252688,CJ850
3443,20002062,331004197703232284,CJ850
1750,20002062,340401195104110642,CJ850
8599,20002062,441300193009181702,CJ850
5399,20002062,510723194401297046,CJ850
7223,20005324,620922196309252688,TV370
759,20005324,152528198010085816,TV370
2897,20005324,310115196605103740,TV370
1257,20005324,411422194206031247,TV370
8907,20005324,620823193009222222,TV370
7223,20006464,620922196309252688,CA802
2491,20006464,522322194705250728,CA802
7655,20006464,500240196009068464,CA802
7203,20006464,450126197403198627,CA802
2131,20006464,532500197202275411,CA802
7223,20002420,620922196309252688,CZ089
6968,20002420,140424193110134198,CZ089
4212,20002420,150627196703140214,CZ089
9846,20002420,820000195610139997,CZ089
9741,20002420,431021193709219445,CZ089
3117,20009232,210112196110273171,CJ053
930,20009232,231100195905182497,CJ053
3463,20009232,511424196502065906,CJ053
8989,20009232,441823198710014720,CJ053
3012,20009232,44060519840105365X,CJ053
3117,20007024,210112196110273171,TV956
7279,20007024,411122196304267184,TV956
5631,20007024,630000199904013014,TV956
2689,20007024,341723195607102463,TV956
5320,20007024,360429196105089691,TV956
5108,20007024,430725195710269804,TV956
6108,20007024,130631196001192598,TV956
2975,20007024,621026196009237942,TV956
3672,20007024,440306197206035160,TV956
1679,20007024,441624199508309445,TV956
3117,20003160,210112196110273171,3U039
4210,20003160,130203199203236794,3U039
7692,20003160,210726197501068285,3U039
4020,20003160,520201197803316115,3U039
5028,20003160,540225195305187635,3U039
3117,20004293,210112196110273171,MU033
9895,20004293,350182196507144693,MU033
7825,20004293,350823198611050272,MU033
825,20004293,410205198403300274,MU033
8206,20004293,530701198804185288,MU033
3117,20000615,210112196110273171,MU065
3622,20000615,110000193305157500,MU065
9696,20000615,513427195910142129,MU065
8269,20000615,530824195009072176,MU065
2169,20000615,511000198203232117,MU065
1564,20008645,510502196703243015,CZ643
1231,20008645,410804197906106934,CZ643
3830,20008645,140981198212042507,CZ643
1750,20008645,340401195104110642,CZ643
3902,20008645,331003197808305455,CZ643
1564,20002336,510502196703243015,3U386
9863,20002336,440106195404063082,3U386
6166,20002336,411202195812127458,3U386
1089,20002336,320902195108059880,3U386
472,20002336,13092819920506221X,3U386
6781,20002336,653022198511287268,3U386
4598,20002336,320114199707085802,3U386
4271,20002336,350702196107078026,3U386
6948,20002336,513328193101174114,3U386
5008,20002336,450502196005251257,3U386
1564,20007261,510502196703243015,TV397
2419,20007261,130524195211051861,TV397
5297,20007261,320312195112064113,TV397
1843,20007261,511921198202261742,TV397
5612,20007261,450205193406172137,TV397
1564,20000925,510502196703243015,CZ215
4515,20000925,451031194503181278,CZ215
604,20000925,445222196004309981,CZ215
1779,20000925,451229195104172714,CZ215
9694,20000925,450701196807296179,CZ215
4462,20001581,220203196408034756,3U318
5225,20001581,210211196805226688,3U318
8705,20001581,140522197612133364,3U318
6524,20001581,654300196910315588,3U318
273,20001581,140827193209121486,3U318
4462,20001515,220203196408034756,CJ707
1153,20001515,330802194404245348,CJ707
8643,20001515,43048219500213239X,CJ707
9903,20001515,500119194709093569,CJ707
1085,20001515,410403200103078390,CJ707
4462,20005146,220203196408034756,3U007
6949,20005146,44010519720321895X,3U007
89,20005146,150105194502268137,3U007
8159,20005146,350205198711232107,3U007
6983,20005146,441481197208251402,3U007
4462,20002481,220203196408034756,CZ275
9944,20002481,420202195606129517,CZ275
8878,20002481,520101199303250387,CZ275
6707,20002481,513431193008229751,CZ275
1218,20002481,360921198004258084,CZ275
4493,20002481,51323219960106548X,CZ275
4571,20002481,150422193901246507,CZ275
647,20002481,511902197703135484,CZ275
7325,20002481,360924197103188821,CZ275
2171,20002481,440515198811240543,CZ275
5739,20003942,321302193908140619,MU224
5464,20003942,511525194602138546,MU224
5718,20003942,611023197105301602,MU224
3616,20003942,652700198009219613,MU224
5828,20003942,469006196404182592,MU224
5739,20002876,321302193908140619,CZ320
2185,20002876,433122193410215400,CZ320
3576,20002876,51333819930615001X,CZ320
492,20002876,511002198209228584,CZ320
3630,20002876,45060120010513518X,CZ320
5739,20001277,321302193908140619,CZ577
1147,20001277,610401196801309294,CZ577
902,20001277,141122196507187082,CZ577
7460,20001277,430701194503038282,CZ577
3120,20001277,130630200003216824,CZ577
5739,20007814,321302193908140619,TV215
397,20007814,370602196310066555,TV215
3509,20007814,211002194306040779,TV215
4248,20007814,441882197902094046,TV215
9715,20007814,152921199508283168,TV215
3606,20007814,411503194211284958,TV215
5542,20007814,320381194606242299,TV215
1920,20007814,211100196708170084,TV215
7688,20007814,510302196905045366,TV215
9741,20007814,431021193709219445,TV215
5739,20004032,321302193908140619,TV322
3986,20004032,511300199701048284,TV322
5092,20004032,44522419960211518X,TV322
6043,20004032,450881198503251592,TV322
9839,20004032,210283196808046692,TV322
2062,20007735,341501198410238214,CJ249
2807,20007735,320206195911305427,CJ249
7942,20007735,620400193903219013,CJ249
7680,20007735,420106198511156620,CJ249
2679,20007735,410200199410180832,CJ249
4614,20007735,510304193902276010,CJ249
8750,20007735,370103196803288454,CJ249
8769,20007735,411681195512318014,CJ249
7122,20007735,13063219670601355X,CJ249
9263,20007735,512000199012080742,CJ249
2062,20007345,341501198410238214,MU535
8878,20007345,520101199303250387,MU535
2998,20007345,510124193607114099,MU535
418,20007345,522625196306074266,MU535
758,20007345,532531194011089887,MU535
2062,20006087,341501198410238214,3U881
2027,20006087,530922194103137245,3U881
5570,20006087,530114195910240610,3U881
8477,20006087,340111197205219204,3U881
5371,20006087,32128319320404164X,3U881
2062,20006840,341501198410238214,CA659
5635,20006840,220203196512037391,CA659
1267,20006840,630100199004032530,CA659
5542,20006840,320381194606242299,CA659
2558,20006840,542127194201196339,CA659
7445,20001892,420525199312280560,3U563
4386,20001892,410183198707071021,3U563
8863,20001892,370481200107200919,3U563
7745,20001892,140431194106131021,3U563
6524,20001892,654300196910315588,3U563
1471,20001892,411104199510318772,3U563
4878,20001892,610521197403302957,3U563
6734,20001892,320111194601162871,3U563
6526,20001892,341700195302123410,3U563
3668,20001892,331021198210034512,3U563
7445,20007980,420525199312280560,MU633
855,20007980,420112199011087608,MU633
3502,20007980,37120219661105803X,MU633
8717,20007980,210882194502155033,MU633
9686,20007980,650102199906133767,MU633
7445,20007003,420525199312280560,3U564
7430,20007003,610202196806216084,3U564
1099,20007003,611023195804298298,3U564
1917,20007003,652300198412227961,3U564
7427,20007003,371312193302150726,3U564
7445,20005022,420525199312280560,CA647
7054,20005022,12010019611105589X,CA647
1430,20005022,421200195407015208,CA647
9839,20005022,210283196808046692,CA647
9972,20005022,623001196105175766,CA647
7561,20006226,220500198208160068,CA154
9879,20006226,140108196603280043,CA154
8854,20006226,441801197204163472,CA154
2895,20006226,431226194311137260,CA154
